"","Tanah","Bangunan","Harga","ratio","cluster","HargaT","IntT","HargaBangunan","HargaB","IntB","Prediksi","Error","AbsE"
"39",90,45,535000000,0.5,3,2605495.16816132,176369145.756789,124136289.108692,2535185.50851072,44800917.4385907,569747976.212881,-6.0988327582752,6.0988327582752
"40",60,96,685000000,1.6,6,2605495.16816132,176369145.756789,352301144.153532,2535185.50851072,44800917.4385907,620877582.102088,10.3277070627698,10.3277070627698
"41",87,36,615000000,0.413793103448276,3,2605495.16816132,176369145.756789,211952774.613176,2535185.50851072,44800917.4385907,539114821.131801,14.0758843744804,14.0758843744804
"42",36,87,630000000,2.41666666666667,6,2605495.16816132,176369145.756789,359833028.189403,2535185.50851072,44800917.4385907,535529028.48962,17.6406817342509,17.6406817342509
"43",87.5,73,935000000,0.834285714285714,5,2605495.16816132,176369145.756789,530650027.029095,2535185.50851072,44800917.4385907,634219432.530778,47.4253155992071,47.4253155992071
"44",87,73,935000000,0.839080459770115,5,2605495.16816132,176369145.756789,531952774.613176,2535185.50851072,44800917.4385907,632916684.946697,47.7287646601927,47.7287646601927
"45",87,75,935000000,0.862068965517241,5,2605495.16816132,176369145.756789,531952774.613176,2535185.50851072,44800917.4385907,637987055.963719,46.5546975067738,46.5546975067738
"46",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"47",162,60,900000000,0.37037037037037,2,2605495.16816132,176369145.756789,301540637.001077,2535185.50851072,44800917.4385907,795371410.948157,13.1546831595463,13.1546831595463
"48",120,88,900000000,0.733333333333333,4,2605495.16816132,176369145.756789,410971434.063852,2535185.50851072,44800917.4385907,756925808.123682,18.9020099910426,18.9020099910426
"49",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"50",82,38,491000000,0.463414634146341,3,2605495.16816132,176369145.756789,100980250.453983,2535185.50851072,44800917.4385907,531157716.308016,-7.56041286327248,7.56041286327248
"51",84,100,950000000,1.19047619047619,6,2605495.16816132,176369145.756789,554769260.11766,2535185.50851072,44800917.4385907,693550208.172003,36.976384522171,36.976384522171
"52",84,100,950000000,1.19047619047619,6,2605495.16816132,176369145.756789,554769260.11766,2535185.50851072,44800917.4385907,693550208.172003,36.976384522171,36.976384522171
"53",79,36,581000000,0.455696202531646,3,2605495.16816132,176369145.756789,198796735.958467,2535185.50851072,44800917.4385907,518270859.78651,12.1035437414578,12.1035437414578
"54",112,60,907000000,0.535714285714286,3,2605495.16816132,176369145.756789,438815395.409143,2535185.50851072,44800917.4385907,665096652.540091,36.3711569643372,36.3711569643372
"55",127,36,639000000,0.283464566929134,2,2605495.16816132,176369145.756789,131732967.886723,2535185.50851072,44800917.4385907,643334627.858253,-0.673774995243771,0.673774995243771
"56",96,45,651000000,0.46875,3,2605495.16816132,176369145.756789,224503318.099724,2535185.50851072,44800917.4385907,585380947.221849,11.2096324777175,11.2096324777175
"57",50,120,720000000,2.4,6,2605495.16816132,176369145.756789,413356095.835145,2535185.50851072,44800917.4385907,655667082.624733,9.81182662361715,9.81182662361715
"58",180,92,875000000,0.511111111111111,3,2605495.16816132,176369145.756789,229641723.974173,2535185.50851072,44800917.4385907,923396260.247404,-5.24111503705213,5.24111503705213
"59",100,200,870000000,2,6,2605495.16816132,176369145.756789,433081337.427079,2535185.50851072,44800917.4385907,988756681.713656,-12.0107083886234,12.0107083886234
"60",133,120,680000000,0.902255639097744,5,2605495.16816132,176369145.756789,157099996.877755,2535185.50851072,44800917.4385907,871923181.582122,-22.0114782627838,22.0114782627838
"61",100,200,875000000,2,6,2605495.16816132,176369145.756789,438081337.427079,2535185.50851072,44800917.4385907,988756681.713656,-11.50502280465,11.50502280465
"62",163,120,975000000,0.736196319018405,4,2605495.16816132,176369145.756789,373935141.832916,2535185.50851072,44800917.4385907,950088036.626962,2.62206894652435,2.62206894652435
"63",176,120,975000000,0.681818181818182,4,2605495.16816132,176369145.756789,340063704.646819,2535185.50851072,44800917.4385907,983959473.813059,-0.910553132675151,0.910553132675151
"64",90,62,600000000,0.688888888888889,4,2605495.16816132,176369145.756789,189136289.108692,2535185.50851072,44800917.4385907,612846129.857563,-2.09614277250134,2.09614277250134
"65",160,60,895000000,0.375,2,2605495.16816132,176369145.756789,301751627.3374,2535185.50851072,44800917.4385907,790160420.611834,13.2681385517876,13.2681385517876
"66",108,42,650000000,0.388888888888889,2,2605495.16816132,176369145.756789,192237376.081788,2535185.50851072,44800917.4385907,609041332.714253,6.72510469908683,6.72510469908683
"67",77,38,520000000,0.493506493506494,3,2605495.16816132,176369145.756789,143007726.294789,2535185.50851072,44800917.4385907,518130240.467209,0.360866706236837,0.360866706236837
"68",108,42,650000000,0.388888888888889,2,2605495.16816132,176369145.756789,192237376.081788,2535185.50851072,44800917.4385907,609041332.714253,6.72510469908683,6.72510469908683
"69",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"70",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"71",88,38,550000000,0.431818181818182,3,2605495.16816132,176369145.756789,144347279.445015,2535185.50851072,44800917.4385907,546790687.316983,0.586936236746119,0.586936236746119
"72",97,67,560000000,0.690721649484536,4,2605495.16816132,176369145.756789,130897822.931563,2535185.50851072,44800917.4385907,643760523.577246,-13.011130771394,13.011130771394
"73",108,42,650000000,0.388888888888889,2,2605495.16816132,176369145.756789,192237376.081788,2535185.50851072,44800917.4385907,609041332.714253,6.72510469908683,6.72510469908683
"74",77,38,520000000,0.493506493506494,3,2605495.16816132,176369145.756789,143007726.294789,2535185.50851072,44800917.4385907,518130240.467209,0.360866706236837,0.360866706236837
"75",108,42,650000000,0.388888888888889,2,2605495.16816132,176369145.756789,192237376.081788,2535185.50851072,44800917.4385907,609041332.714253,6.72510469908683,6.72510469908683
"76",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"77",87,36,630000000,0.413793103448276,3,2605495.16816132,176369145.756789,226952774.613176,2535185.50851072,44800917.4385907,539114821.131801,16.8582230177604,16.8582230177604
"78",88,38,550000000,0.431818181818182,3,2605495.16816132,176369145.756789,144347279.445015,2535185.50851072,44800917.4385907,546790687.316983,0.586936236746119,0.586936236746119
"79",97,67,560000000,0.690721649484536,4,2605495.16816132,176369145.756789,130897822.931563,2535185.50851072,44800917.4385907,643760523.577246,-13.011130771394,13.011130771394
"80",100,45,600000000,0.45,3,2605495.16816132,176369145.756789,163081337.427079,2535185.50851072,44800917.4385907,595802927.894494,0.704439657646128,0.704439657646128
"81",166,88,999000000,0.530120481927711,3,2605495.16816132,176369145.756789,390118656.328432,2535185.50851072,44800917.4385907,876778585.859102,13.9398265550863,13.9398265550863
"82",150,75,850000000,0.5,3,2605495.16816132,176369145.756789,282806579.019013,2535185.50851072,44800917.4385907,802133251.557882,5.96743101587579,5.96743101587579
"83",128,65,700000000,0.5078125,3,2605495.16816132,176369145.756789,190127472.718562,2535185.50851072,44800917.4385907,719460502.773226,-2.70487437436989,2.70487437436989
"84",115,100,875000000,0.869565217391304,5,2605495.16816132,176369145.756789,398998909.904659,2535185.50851072,44800917.4385907,774320558.385004,13.0022947892515,13.0022947892515
"85",80,82,790000000,1.025,6,2605495.16816132,176369145.756789,405191240.790305,2535185.50851072,44800917.4385907,637494888.346165,23.9225622733188,23.9225622733188
"86",80,60,700000000,0.75,4,2605495.16816132,176369145.756789,315191240.790305,2535185.50851072,44800917.4385907,581720807.158929,20.3326391948632,20.3326391948632
"87",123,100,950000000,0.813008130081301,5,2605495.16816132,176369145.756789,453154948.559369,2535185.50851072,44800917.4385907,795164519.730294,19.4721314178131,19.4721314178131
"88",80,82,790000000,1.025,6,2605495.16816132,176369145.756789,405191240.790305,2535185.50851072,44800917.4385907,637494888.346165,23.9225622733188,23.9225622733188
"89",182,90,850000000,0.494505494505495,3,2605495.16816132,176369145.756789,199430733.637851,2535185.50851072,44800917.4385907,923536879.566705,-7.96252766876037,7.96252766876037
"90",70,90,735000000,1.28571428571429,6,2605495.16816132,176369145.756789,376246192.471918,2535185.50851072,44800917.4385907,631721420.732637,16.3487537192558,16.3487537192558
"91",93,45,575000000,0.483870967741935,3,2605495.16816132,176369145.756789,156319803.604208,2535185.50851072,44800917.4385907,577564461.717365,-0.444013073404797,0.444013073404797
"92",80,60,700000000,0.75,4,2605495.16816132,176369145.756789,315191240.790305,2535185.50851072,44800917.4385907,581720807.158929,20.3326391948632,20.3326391948632
"93",97,50,550000000,0.515463917525773,3,2605495.16816132,176369145.756789,120897822.931563,2535185.50851072,44800917.4385907,600662369.932564,-8.43441714823119,8.43441714823119
"94",100,100,875000000,1,0,2605495.16816132,176369145.756789,438081337.427079,2535185.50851072,44800917.4385907,735238130.862584,19.0090615911673,19.0090615911673
"95",99,85,750000000,0.858585858585859,5,2605495.16816132,176369145.756789,315686832.59524,2535185.50851072,44800917.4385907,694604853.066762,7.97505901213646,7.97505901213646
"96",72,36,360000000,0.5,3,2605495.16816132,176369145.756789,-3964797.8644042,2535185.50851072,44800917.4385907,500032393.609381,-28.0046643775588,28.0046643775588
"97",72,45,430000000,0.625,4,2605495.16816132,176369145.756789,66035202.1355958,2535185.50851072,44800917.4385907,522849063.185977,-17.7582919667489,17.7582919667489
"98",75,160,950000000,2.13333333333333,6,2605495.16816132,176369145.756789,578218716.631112,2535185.50851072,44800917.4385907,822211882.169194,15.5419935666302,15.5419935666302
"99",95,95,790000000,1,0,2605495.16816132,176369145.756789,366108813.267885,2535185.50851072,44800917.4385907,709534727.479224,11.3405686014336,11.3405686014336
"100",77,45,600000000,0.584415584415584,3,2605495.16816132,176369145.756789,223007726.294789,2535185.50851072,44800917.4385907,535876539.026784,11.9660885116695,11.9660885116695
"101",82,50,585000000,0.609756097560976,4,2605495.16816132,176369145.756789,194980250.453983,2535185.50851072,44800917.4385907,561579942.410144,4.1703871205484,4.1703871205484
"102",81,50,605000000,0.617283950617284,4,2605495.16816132,176369145.756789,217585745.622144,2535185.50851072,44800917.4385907,558974447.241983,8.23392786291219,8.23392786291219
"103",162,60,800000000,0.37037037037037,2,2605495.16816132,176369145.756789,201540637.001077,2535185.50851072,44800917.4385907,795371410.948157,0.581940586263398,0.581940586263398
"104",87,50,570000000,0.574712643678161,3,2605495.16816132,176369145.756789,166952774.613176,2535185.50851072,44800917.4385907,574607418.250951,-0.801837585907844,0.801837585907844
"105",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"106",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"107",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"108",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"109",90,45,500000000,0.5,3,2605495.16816132,176369145.756789,89136289.108692,2535185.50851072,44800917.4385907,569747976.212881,-12.241899774089,12.241899774089
"110",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"111",90,45,550000000,0.5,3,2605495.16816132,176369145.756789,139136289.108692,2535185.50851072,44800917.4385907,569747976.212881,-3.46608975149787,3.46608975149787
"112",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"113",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"114",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"115",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"116",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"117",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"118",90,45,550000000,0.5,3,2605495.16816132,176369145.756789,139136289.108692,2535185.50851072,44800917.4385907,569747976.212881,-3.46608975149787,3.46608975149787
"119",90,40,350000000,0.444444444444444,3,2605495.16816132,176369145.756789,-60863710.891308,2535185.50851072,44800917.4385907,557072048.670328,-37.1715021718621,37.1715021718621
"120",98,45,550000000,0.459183673469388,3,2605495.16816132,176369145.756789,118292327.763402,2535185.50851072,44800917.4385907,590591937.558172,-6.87309375166903,6.87309375166903
"121",95,45,560000000,0.473684210526316,3,2605495.16816132,176369145.756789,136108813.267885,2535185.50851072,44800917.4385907,582775452.053688,-3.90810079138159,3.90810079138159
"122",72,36,360000000,0.5,3,2605495.16816132,176369145.756789,-3964797.8644042,2535185.50851072,44800917.4385907,500032393.609381,-28.0046643775588,28.0046643775588
"123",100,45,550000000,0.45,3,2605495.16816132,176369145.756789,113081337.427079,2535185.50851072,44800917.4385907,595802927.894494,-7.68759698049105,7.68759698049105
"124",90,45,535000000,0.5,3,2605495.16816132,176369145.756789,124136289.108692,2535185.50851072,44800917.4385907,569747976.212881,-6.0988327582752,6.0988327582752
"125",126,100,800000000,0.793650793650794,4,2605495.16816132,176369145.756789,295338463.054885,2535185.50851072,44800917.4385907,802981005.234778,-0.371242310259482,0.371242310259482
"126",110,90,850000000,0.818181818181818,5,2605495.16816132,176369145.756789,387026385.745466,2535185.50851072,44800917.4385907,735941227.45909,15.4983534398133,15.4983534398133
"127",84,120,900000000,1.42857142857143,6,2605495.16816132,176369145.756789,504769260.11766,2535185.50851072,44800917.4385907,744253918.342217,20.9264711705782,20.9264711705782
"128",100,80,780000000,0.8,5,2605495.16816132,176369145.756789,343081337.427079,2535185.50851072,44800917.4385907,684534420.69237,13.9460597483282,13.9460597483282
"129",87,60,550000000,0.689655172413793,4,2605495.16816132,176369145.756789,146952774.613176,2535185.50851072,44800917.4385907,599959273.336058,-8.32711078174705,8.32711078174705
"130",90,180,800000000,2,6,2605495.16816132,176369145.756789,389136289.108692,2535185.50851072,44800917.4385907,911998019.861829,-12.2805112974694,12.2805112974694
"131",104,45,550000000,0.432692307692308,3,2605495.16816132,176369145.756789,102659356.754434,2535185.50851072,44800917.4385907,606224908.56714,-9.27459557873193,9.27459557873193
"132",100,60,600000000,0.6,4,2605495.16816132,176369145.756789,163081337.427079,2535185.50851072,44800917.4385907,633830710.522155,-5.33749942382647,5.33749942382647
"133",87,45,625000000,0.517241379310345,3,2605495.16816132,176369145.756789,221952774.613176,2535185.50851072,44800917.4385907,561931490.708397,11.2235228554455,11.2235228554455
"134",125,250,975000000,2,6,2605495.16816132,176369145.756789,472943958.223046,2535185.50851072,44800917.4385907,1180653336.34323,-17.4186045990591,17.4186045990591
"135",118,94,780000000,0.796610169491525,4,2605495.16816132,176369145.756789,296182424.400175,2535185.50851072,44800917.4385907,766925930.838423,1.70473687690852,1.70473687690852
"136",80,82,700000000,1.025,6,2605495.16816132,176369145.756789,315191240.790305,2535185.50851072,44800917.4385907,637494888.346165,9.8048020143331,9.8048020143331
"137",90,45,550000000,0.5,3,2605495.16816132,176369145.756789,139136289.108692,2535185.50851072,44800917.4385907,569747976.212881,-3.46608975149787,3.46608975149787
"138",114,60,745000000,0.526315789473684,3,2605495.16816132,176369145.756789,271604405.07282,2535185.50851072,44800917.4385907,670307642.876414,11.1429964908453,11.1429964908453
"139",104,45,550000000,0.432692307692308,3,2605495.16816132,176369145.756789,102659356.754434,2535185.50851072,44800917.4385907,606224908.56714,-9.27459557873193,9.27459557873193
"140",133,70,795000000,0.526315789473684,3,2605495.16816132,176369145.756789,272099996.877755,2535185.50851072,44800917.4385907,745163906.156586,6.68793716814052,6.68793716814052
"141",134,70,800000000,0.522388059701492,3,2605495.16816132,176369145.756789,274494501.709594,2535185.50851072,44800917.4385907,747769401.324747,6.98485369723888,6.98485369723888
"142",134,70,800000000,0.522388059701492,3,2605495.16816132,176369145.756789,274494501.709594,2535185.50851072,44800917.4385907,747769401.324747,6.98485369723888,6.98485369723888
"143",120,70,750000000,0.583333333333333,3,2605495.16816132,176369145.756789,260971434.063852,2535185.50851072,44800917.4385907,711292468.970489,5.44185868937088,5.44185868937088
"144",120,136,830000000,1.13333333333333,6,2605495.16816132,176369145.756789,340971434.063852,2535185.50851072,44800917.4385907,878614712.532197,-5.53310931842779,5.53310931842779
"145",130,100,775000000,0.769230769230769,4,2605495.16816132,176369145.756789,259916482.382239,2535185.50851072,44800917.4385907,813402985.907424,-4.72127427274954,4.72127427274954
"146",200,130,750000000,0.65,4,2605495.16816132,176369145.756789,52531820.610947,2535185.50851072,44800917.4385907,1071843212.93404,-30.0270794319844,30.0270794319844
"147",84,36,630000000,0.428571428571429,3,2605495.16816132,176369145.756789,234769260.11766,2535185.50851072,44800917.4385907,531298335.627317,18.577446559501,18.577446559501
"148",129,60,975000000,0.465116279069767,3,2605495.16816132,176369145.756789,462521977.550401,2535185.50851072,44800917.4385907,709390070.398834,37.4420140180191,37.4420140180191
"149",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"150",133,70,795000000,0.526315789473684,3,2605495.16816132,176369145.756789,272099996.877755,2535185.50851072,44800917.4385907,745163906.156586,6.68793716814052,6.68793716814052
"151",92,150,650000000,1.6304347826087,6,2605495.16816132,176369145.756789,233925298.772369,2535185.50851072,44800917.4385907,841153444.94283,-22.725157471812,22.725157471812
"152",86,150,750000000,1.74418604651163,6,2605495.16816132,176369145.756789,349558269.781337,2535185.50851072,44800917.4385907,825520473.933862,-9.14822543091914,9.14822543091914
"153",140,120,850000000,0.857142857142857,5,2605495.16816132,176369145.756789,308861530.700626,2535185.50851072,44800917.4385907,890161647.759251,-4.51172524230264,4.51172524230264
"154",96,54,650000000,0.5625,3,2605495.16816132,176369145.756789,223503318.099724,2535185.50851072,44800917.4385907,608197616.798446,6.87315800768874,6.87315800768874
"155",176,120,985000000,0.681818181818182,4,2605495.16816132,176369145.756789,350063704.646819,2535185.50851072,44800917.4385907,983959473.813059,0.105748886476899,0.105748886476899
"156",80,38,450000000,0.475,3,2605495.16816132,176369145.756789,65191240.7903053,2535185.50851072,44800917.4385907,525946725.971693,-14.440003563361,14.440003563361
"157",110,150,850000000,1.36363636363636,6,2605495.16816132,176369145.756789,387026385.745466,2535185.50851072,44800917.4385907,888052357.969733,-4.2849228008052,4.2849228008052
"158",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"159",133,70,795000000,0.526315789473684,3,2605495.16816132,176369145.756789,272099996.877755,2535185.50851072,44800917.4385907,745163906.156586,6.68793716814052,6.68793716814052
"160",176,100,950000000,0.568181818181818,3,2605495.16816132,176369145.756789,315063704.646819,2535185.50851072,44800917.4385907,933255763.642844,1.79417443850512,1.79417443850512
"161",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"162",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"163",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"164",95,70,600000000,0.736842105263158,4,2605495.16816132,176369145.756789,176108813.267885,2535185.50851072,44800917.4385907,646155089.766456,-7.14303585895114,7.14303585895114
"165",108,60,750000000,0.555555555555556,3,2605495.16816132,176369145.756789,292237376.081788,2535185.50851072,44800917.4385907,654674671.867446,14.560717288885,14.560717288885
"166",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"167",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"168",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
"169",90,51,550000000,0.566666666666667,3,2605495.16816132,176369145.756789,139136289.108692,2535185.50851072,44800917.4385907,584959089.263946,-5.97633063671763,5.97633063671763
"170",90,36,526000000,0.4,3,2605495.16816132,176369145.756789,115136289.108692,2535185.50851072,44800917.4385907,546931306.636285,-3.82704489253241,3.82704489253241
